cell,species,Habitat
3264605,Abies nordmanniana,DryRich
3266905,Abies nordmanniana,DryRich
3268545,Abies nordmanniana,DryRich
3268546,Abies nordmanniana,DryRich
3268547,Abies nordmanniana,DryRich
3269205,Abies nordmanniana,DryRich
3270845,Abies nordmanniana,DryRich
3270846,Abies nordmanniana,DryRich
3271255,Abies nordmanniana,DryRich
3271256,Abies nordmanniana,DryRich
3271258,Abies nordmanniana,DryRich
3271505,Abies nordmanniana,DryRich
3272854,Abies nordmanniana,DryRich
3273144,Abies nordmanniana,DryRich
3273145,Abies nordmanniana,DryRich
3273146,Abies nordmanniana,DryRich
3273147,Abies nordmanniana,DryRich
3273556,Abies nordmanniana,DryRich
3273557,Abies nordmanniana,DryRich
3273558,Abies nordmanniana,DryRich
3273807,Abies nordmanniana,DryRich
3275152,Abies nordmanniana,DryRich
3275153,Abies nordmanniana,DryRich
3275155,Abies nordmanniana,DryRich
3275445,Abies nordmanniana,DryRich
3275446,Abies nordmanniana,DryRich
3275447,Abies nordmanniana,DryRich
3275855,Abies nordmanniana,DryRich
3275856,Abies nordmanniana,DryRich
3275857,Abies nordmanniana,DryRich
3275858,Abies nordmanniana,DryRich
3276075,Abies nordmanniana,DryRich
3276076,Abies nordmanniana,DryRich
3277456,Abies nordmanniana,DryRich
3277746,Abies nordmanniana,DryRich
3277747,Abies nordmanniana,DryRich
3278155,Abies nordmanniana,DryRich
3278156,Abies nordmanniana,DryRich
3278157,Abies nordmanniana,DryRich
3278374,Abies nordmanniana,DryRich
3280678,Abies nordmanniana,DryRich
3284381,Abies nordmanniana,DryRich
3293587,Abies nordmanniana,DryRich
3293588,Abies nordmanniana,DryRich
3293589,Abies nordmanniana,DryRich
3295889,Abies nordmanniana,DryRich
3295890,Abies nordmanniana,DryRich
3298186,Abies nordmanniana,DryRich
3298189,Abies nordmanniana,DryRich
3298190,Abies nordmanniana,DryRich
3300486,Abies nordmanniana,DryRich
3300487,Abies nordmanniana,DryRich
3300488,Abies nordmanniana,DryRich
3300489,Abies nordmanniana,DryRich
3302788,Abies nordmanniana,DryRich
3302789,Abies nordmanniana,DryRich
3308709,Abies nordmanniana,DryRich
3310162,Abies nordmanniana,DryRich
3310399,Abies nordmanniana,DryRich
3310400,Abies nordmanniana,DryRich
3311008,Abies nordmanniana,DryRich
3311009,Abies nordmanniana,DryRich
3311010,Abies nordmanniana,DryRich
3312698,Abies nordmanniana,DryRich
3312699,Abies nordmanniana,DryRich
3312700,Abies nordmanniana,DryRich
3313307,Abies nordmanniana,DryRich
3313308,Abies nordmanniana,DryRich
3313310,Abies nordmanniana,DryRich
3313311,Abies nordmanniana,DryRich
3314768,Abies nordmanniana,DryRich
3314769,Abies nordmanniana,DryRich
3314770,Abies nordmanniana,DryRich
3314771,Abies nordmanniana,DryRich
3314997,Abies nordmanniana,DryRich
3314998,Abies nordmanniana,DryRich
3314999,Abies nordmanniana,DryRich
3315000,Abies nordmanniana,DryRich
3315001,Abies nordmanniana,DryRich
3315608,Abies nordmanniana,DryRich
3315609,Abies nordmanniana,DryRich
3315611,Abies nordmanniana,DryRich
3317067,Abies nordmanniana,DryRich
3317068,Abies nordmanniana,DryRich
3317069,Abies nordmanniana,DryRich
3317072,Abies nordmanniana,DryRich
3317298,Abies nordmanniana,DryRich
3317299,Abies nordmanniana,DryRich
3317300,Abies nordmanniana,DryRich
3317301,Abies nordmanniana,DryRich
3317908,Abies nordmanniana,DryRich
3317909,Abies nordmanniana,DryRich
3317911,Abies nordmanniana,DryRich
3319367,Abies nordmanniana,DryRich
3319368,Abies nordmanniana,DryRich
3319372,Abies nordmanniana,DryRich
3319598,Abies nordmanniana,DryRich
3319599,Abies nordmanniana,DryRich
3319600,Abies nordmanniana,DryRich
3319601,Abies nordmanniana,DryRich
3320138,Abies nordmanniana,DryRich
3320139,Abies nordmanniana,DryRich
3320141,Abies nordmanniana,DryRich
3321073,Abies nordmanniana,DryRich
3321667,Abies nordmanniana,DryRich
3321668,Abies nordmanniana,DryRich
3321669,Abies nordmanniana,DryRich
3321671,Abies nordmanniana,DryRich
3321672,Abies nordmanniana,DryRich
3322437,Abies nordmanniana,DryRich
3322438,Abies nordmanniana,DryRich
3323371,Abies nordmanniana,DryRich
3323372,Abies nordmanniana,DryRich
3323968,Abies nordmanniana,DryRich
3323969,Abies nordmanniana,DryRich
3324737,Abies nordmanniana,DryRich
3327038,Abies nordmanniana,DryRich
3335710,Abies nordmanniana,DryRich
3335711,Abies nordmanniana,DryRich
3338009,Abies nordmanniana,DryRich
3338011,Abies nordmanniana,DryRich
3338012,Abies nordmanniana,DryRich
3340309,Abies nordmanniana,DryRich
3340310,Abies nordmanniana,DryRich
3340311,Abies nordmanniana,DryRich
3340312,Abies nordmanniana,DryRich
3340313,Abies nordmanniana,DryRich
3342610,Abies nordmanniana,DryRich
3342611,Abies nordmanniana,DryRich
3342612,Abies nordmanniana,DryRich
3344909,Abies nordmanniana,DryRich
3344911,Abies nordmanniana,DryRich
3344912,Abies nordmanniana,DryRich
3374432,Abies nordmanniana,DryRich
3374433,Abies nordmanniana,DryRich
3376731,Abies nordmanniana,DryRich
3376733,Abies nordmanniana,DryRich
3376734,Abies nordmanniana,DryRich
3379031,Abies nordmanniana,DryRich
3379032,Abies nordmanniana,DryRich
3379034,Abies nordmanniana,DryRich
3381332,Abies nordmanniana,DryRich
3381333,Abies nordmanniana,DryRich
3381334,Abies nordmanniana,DryRich
3383634,Abies nordmanniana,DryRich
3385911,Abies nordmanniana,DryRich
3385912,Abies nordmanniana,DryRich
3385913,Abies nordmanniana,DryRich
3388211,Abies nordmanniana,DryRich
3390509,Abies nordmanniana,DryRich
3390510,Abies nordmanniana,DryRich
3392855,Abies nordmanniana,DryRich
3394742,Abies nordmanniana,DryRich
3395154,Abies nordmanniana,DryRich
3395690,Abies nordmanniana,DryRich
3395691,Abies nordmanniana,DryRich
3397042,Abies nordmanniana,DryRich
3397454,Abies nordmanniana,DryRich
3397455,Abies nordmanniana,DryRich
3397456,Abies nordmanniana,DryRich
3397457,Abies nordmanniana,DryRich
3397458,Abies nordmanniana,DryRich
3397989,Abies nordmanniana,DryRich
3397990,Abies nordmanniana,DryRich
3399754,Abies nordmanniana,DryRich
3399755,Abies nordmanniana,DryRich
3399757,Abies nordmanniana,DryRich
3399758,Abies nordmanniana,DryRich
3400288,Abies nordmanniana,DryRich
3400289,Abies nordmanniana,DryRich
3402054,Abies nordmanniana,DryRich
3402057,Abies nordmanniana,DryRich
3402588,Abies nordmanniana,DryRich
3402589,Abies nordmanniana,DryRich
3402590,Abies nordmanniana,DryRich
3402592,Abies nordmanniana,DryRich
3404889,Abies nordmanniana,DryRich
3404890,Abies nordmanniana,DryRich
3404891,Abies nordmanniana,DryRich
3416288,Abies nordmanniana,DryRich
3420887,Abies nordmanniana,DryRich
3428208,Abies nordmanniana,DryRich
3432808,Abies nordmanniana,DryRich
3434270,Abies nordmanniana,DryRich
3434272,Abies nordmanniana,DryRich
3436570,Abies nordmanniana,DryRich
3436571,Abies nordmanniana,DryRich
3436573,Abies nordmanniana,DryRich
3438798,Abies nordmanniana,DryRich
3438799,Abies nordmanniana,DryRich
3438801,Abies nordmanniana,DryRich
3438802,Abies nordmanniana,DryRich
3438803,Abies nordmanniana,DryRich
3438870,Abies nordmanniana,DryRich
3439351,Abies nordmanniana,DryRich
3441102,Abies nordmanniana,DryRich
3441103,Abies nordmanniana,DryRich
3441172,Abies nordmanniana,DryRich
3441651,Abies nordmanniana,DryRich
3441652,Abies nordmanniana,DryRich
3443399,Abies nordmanniana,DryRich
3443949,Abies nordmanniana,DryRich
3443951,Abies nordmanniana,DryRich
3443953,Abies nordmanniana,DryRich
3446176,Abies nordmanniana,DryRich
3446249,Abies nordmanniana,DryRich
3446251,Abies nordmanniana,DryRich
3448478,Abies nordmanniana,DryRich
3448549,Abies nordmanniana,DryRich
3448550,Abies nordmanniana,DryRich
3448551,Abies nordmanniana,DryRich
3448552,Abies nordmanniana,DryRich
3450830,Abies nordmanniana,DryRich
3499550,Abies nordmanniana,DryRich
3501848,Abies nordmanniana,DryRich
3501850,Abies nordmanniana,DryRich
3501851,Abies nordmanniana,DryRich
3504148,Abies nordmanniana,DryRich
3504150,Abies nordmanniana,DryRich
3504152,Abies nordmanniana,DryRich
3506448,Abies nordmanniana,DryRich
3506449,Abies nordmanniana,DryRich
3508749,Abies nordmanniana,DryRich
3508750,Abies nordmanniana,DryRich
3511035,Abies nordmanniana,DryRich
3514869,Abies nordmanniana,DryRich
3517981,Abies nordmanniana,DryRich
3517983,Abies nordmanniana,DryRich
3520282,Abies nordmanniana,DryRich
3520283,Abies nordmanniana,DryRich
3522583,Abies nordmanniana,DryRich
3522584,Abies nordmanniana,DryRich
3524881,Abies nordmanniana,DryRich
3524882,Abies nordmanniana,DryRich
3526351,Abies nordmanniana,DryRich
3527181,Abies nordmanniana,DryRich
3528652,Abies nordmanniana,DryRich
3533385,Abies nordmanniana,DryRich
3535685,Abies nordmanniana,DryRich
3535686,Abies nordmanniana,DryRich
3537986,Abies nordmanniana,DryRich
3537987,Abies nordmanniana,DryRich
3575632,Abies nordmanniana,DryRich
3577340,Abies nordmanniana,DryRich
3577341,Abies nordmanniana,DryRich
3577930,Abies nordmanniana,DryRich
3577931,Abies nordmanniana,DryRich
3577932,Abies nordmanniana,DryRich
3577933,Abies nordmanniana,DryRich
3579639,Abies nordmanniana,DryRich
3579641,Abies nordmanniana,DryRich
3579642,Abies nordmanniana,DryRich
3580229,Abies nordmanniana,DryRich
3580230,Abies nordmanniana,DryRich
3580232,Abies nordmanniana,DryRich
3580233,Abies nordmanniana,DryRich
3581943,Abies nordmanniana,DryRich
3582529,Abies nordmanniana,DryRich
3582530,Abies nordmanniana,DryRich
3582531,Abies nordmanniana,DryRich
3582532,Abies nordmanniana,DryRich
3584240,Abies nordmanniana,DryRich
3584241,Abies nordmanniana,DryRich
3584242,Abies nordmanniana,DryRich
3584243,Abies nordmanniana,DryRich
3586539,Abies nordmanniana,DryRich
3586540,Abies nordmanniana,DryRich
3586541,Abies nordmanniana,DryRich
3586542,Abies nordmanniana,DryRich
3588915,Abies nordmanniana,DryRich
3591214,Abies nordmanniana,DryRich
3591215,Abies nordmanniana,DryRich
3593514,Abies nordmanniana,DryRich
3593515,Abies nordmanniana,DryRich
3595816,Abies nordmanniana,DryRich
3598114,Abies nordmanniana,DryRich
3598115,Abies nordmanniana,DryRich
3598116,Abies nordmanniana,DryRich
3645976,Abies nordmanniana,DryRich
3648275,Abies nordmanniana,DryRich
3648276,Abies nordmanniana,DryRich
3650578,Abies nordmanniana,DryRich
3652878,Abies nordmanniana,DryRich
3652918,Abies nordmanniana,DryRich
3652919,Abies nordmanniana,DryRich
3655217,Abies nordmanniana,DryRich
3655218,Abies nordmanniana,DryRich
3657517,Abies nordmanniana,DryRich
3657518,Abies nordmanniana,DryRich
3659818,Abies nordmanniana,DryRich
3659823,Abies nordmanniana,DryRich
3659824,Abies nordmanniana,DryRich
3662118,Abies nordmanniana,DryRich
3662123,Abies nordmanniana,DryRich
3662124,Abies nordmanniana,DryRich
3664420,Abies nordmanniana,DryRich
3664421,Abies nordmanniana,DryRich
3664422,Abies nordmanniana,DryRich
3664423,Abies nordmanniana,DryRich
3664424,Abies nordmanniana,DryRich
3666721,Abies nordmanniana,DryRich
3666722,Abies nordmanniana,DryRich
3666723,Abies nordmanniana,DryRich
3682809,Abies nordmanniana,DryRich
3682810,Abies nordmanniana,DryRich
3685111,Abies nordmanniana,DryRich
3685112,Abies nordmanniana,DryRich
3687412,Abies nordmanniana,DryRich
3689600,Abies nordmanniana,DryRich
3689601,Abies nordmanniana,DryRich
3689602,Abies nordmanniana,DryRich
3689603,Abies nordmanniana,DryRich
3691900,Abies nordmanniana,DryRich
3691901,Abies nordmanniana,DryRich
3691902,Abies nordmanniana,DryRich
3691903,Abies nordmanniana,DryRich
3691904,Abies nordmanniana,DryRich
3694202,Abies nordmanniana,DryRich
3694203,Abies nordmanniana,DryRich
3694204,Abies nordmanniana,DryRich
3696500,Abies nordmanniana,DryRich
3696501,Abies nordmanniana,DryRich
3696502,Abies nordmanniana,DryRich
3696503,Abies nordmanniana,DryRich
3697416,Abies nordmanniana,DryRich
3698802,Abies nordmanniana,DryRich
3698869,Abies nordmanniana,DryRich
3701169,Abies nordmanniana,DryRich
3703477,Abies nordmanniana,DryRich
3703479,Abies nordmanniana,DryRich
3705776,Abies nordmanniana,DryRich
3705777,Abies nordmanniana,DryRich
3705778,Abies nordmanniana,DryRich
3705779,Abies nordmanniana,DryRich
3705816,Abies nordmanniana,DryRich
3708079,Abies nordmanniana,DryRich
3708080,Abies nordmanniana,DryRich
3708583,Abies nordmanniana,DryRich
3710378,Abies nordmanniana,DryRich
3710379,Abies nordmanniana,DryRich
3710404,Abies nordmanniana,DryRich
3710408,Abies nordmanniana,DryRich
3710882,Abies nordmanniana,DryRich
3710883,Abies nordmanniana,DryRich
3712678,Abies nordmanniana,DryRich
3712704,Abies nordmanniana,DryRich
3712705,Abies nordmanniana,DryRich
3712706,Abies nordmanniana,DryRich
3712708,Abies nordmanniana,DryRich
3715006,Abies nordmanniana,DryRich
3715007,Abies nordmanniana,DryRich
3715008,Abies nordmanniana,DryRich
3717306,Abies nordmanniana,DryRich
3737860,Abies nordmanniana,DryRich
3740160,Abies nordmanniana,DryRich
3740161,Abies nordmanniana,DryRich
3740162,Abies nordmanniana,DryRich
3740217,Abies nordmanniana,DryRich
3740218,Abies nordmanniana,DryRich
3740219,Abies nordmanniana,DryRich
3742460,Abies nordmanniana,DryRich
3742461,Abies nordmanniana,DryRich
3742462,Abies nordmanniana,DryRich
3742516,Abies nordmanniana,DryRich
3742517,Abies nordmanniana,DryRich
3742519,Abies nordmanniana,DryRich
3744760,Abies nordmanniana,DryRich
3744761,Abies nordmanniana,DryRich
3744762,Abies nordmanniana,DryRich
3744816,Abies nordmanniana,DryRich
3744817,Abies nordmanniana,DryRich
3744818,Abies nordmanniana,DryRich
3744820,Abies nordmanniana,DryRich
3747059,Abies nordmanniana,DryRich
3747060,Abies nordmanniana,DryRich
3747061,Abies nordmanniana,DryRich
3747117,Abies nordmanniana,DryRich
3747118,Abies nordmanniana,DryRich
3747119,Abies nordmanniana,DryRich
3747120,Abies nordmanniana,DryRich
3749418,Abies nordmanniana,DryRich
3758667,Abies nordmanniana,DryRich
3760967,Abies nordmanniana,DryRich
3760968,Abies nordmanniana,DryRich
3760969,Abies nordmanniana,DryRich
3763267,Abies nordmanniana,DryRich
3763268,Abies nordmanniana,DryRich
3763269,Abies nordmanniana,DryRich
3765569,Abies nordmanniana,DryRich
3784750,Abies nordmanniana,DryRich
3784751,Abies nordmanniana,DryRich
3787049,Abies nordmanniana,DryRich
3787051,Abies nordmanniana,DryRich
3787052,Abies nordmanniana,DryRich
3789351,Abies nordmanniana,DryRich
3789352,Abies nordmanniana,DryRich
3789353,Abies nordmanniana,DryRich
3791651,Abies nordmanniana,DryRich
3791652,Abies nordmanniana,DryRich
3791653,Abies nordmanniana,DryRich
3793949,Abies nordmanniana,DryRich
3793950,Abies nordmanniana,DryRich
3793951,Abies nordmanniana,DryRich
3793952,Abies nordmanniana,DryRich
3818885,Abies nordmanniana,DryRich
3821186,Abies nordmanniana,DryRich
3825785,Abies nordmanniana,DryRich
3825786,Abies nordmanniana,DryRich
3894966,Abies nordmanniana,DryRich
3894967,Abies nordmanniana,DryRich
3894968,Abies nordmanniana,DryRich
3897266,Abies nordmanniana,DryRich
3897267,Abies nordmanniana,DryRich
3899564,Abies nordmanniana,DryRich
3899565,Abies nordmanniana,DryRich
3899566,Abies nordmanniana,DryRich
3899567,Abies nordmanniana,DryRich
3899568,Abies nordmanniana,DryRich
3899625,Abies nordmanniana,DryRich
3899626,Abies nordmanniana,DryRich
3901865,Abies nordmanniana,DryRich
3901866,Abies nordmanniana,DryRich
3901868,Abies nordmanniana,DryRich
3901925,Abies nordmanniana,DryRich
3904166,Abies nordmanniana,DryRich
3904225,Abies nordmanniana,DryRich
3904226,Abies nordmanniana,DryRich
3911151,Abies nordmanniana,DryRich
3920351,Abies nordmanniana,DryRich
3920352,Abies nordmanniana,DryRich
3952643,Abies nordmanniana,DryRich
3952644,Abies nordmanniana,DryRich
3954943,Abies nordmanniana,DryRich
3954944,Abies nordmanniana,DryRich
3954945,Abies nordmanniana,DryRich
3954946,Abies nordmanniana,DryRich
3966314,Abies nordmanniana,DryRich
3966315,Abies nordmanniana,DryRich
3966316,Abies nordmanniana,DryRich
3968614,Abies nordmanniana,DryRich
3968617,Abies nordmanniana,DryRich
3970913,Abies nordmanniana,DryRich
3970916,Abies nordmanniana,DryRich
3970917,Abies nordmanniana,DryRich
3973213,Abies nordmanniana,DryRich
3973216,Abies nordmanniana,DryRich
3973217,Abies nordmanniana,DryRich
3975516,Abies nordmanniana,DryRich
3993901,Abies nordmanniana,DryRich
3993904,Abies nordmanniana,DryRich
3996199,Abies nordmanniana,DryRich
3996200,Abies nordmanniana,DryRich
3996201,Abies nordmanniana,DryRich
3996202,Abies nordmanniana,DryRich
3996203,Abies nordmanniana,DryRich
3996204,Abies nordmanniana,DryRich
3998498,Abies nordmanniana,DryRich
3998499,Abies nordmanniana,DryRich
3998502,Abies nordmanniana,DryRich
3998503,Abies nordmanniana,DryRich
4000801,Abies nordmanniana,DryRich
4000802,Abies nordmanniana,DryRich
4000803,Abies nordmanniana,DryRich
4003099,Abies nordmanniana,DryRich
4003100,Abies nordmanniana,DryRich
4003101,Abies nordmanniana,DryRich
4003102,Abies nordmanniana,DryRich
4003103,Abies nordmanniana,DryRich
4005400,Abies nordmanniana,DryRich
4005401,Abies nordmanniana,DryRich
253745,Abies nordmanniana,WetPoor
253746,Abies nordmanniana,WetPoor
256044,Abies nordmanniana,WetPoor
256045,Abies nordmanniana,WetPoor
258344,Abies nordmanniana,WetPoor
258345,Abies nordmanniana,WetPoor
258346,Abies nordmanniana,WetPoor
262944,Abies nordmanniana,WetPoor
278976,Abies nordmanniana,WetPoor
278977,Abies nordmanniana,WetPoor
281276,Abies nordmanniana,WetPoor
311227,Abies nordmanniana,WetPoor
311228,Abies nordmanniana,WetPoor
311229,Abies nordmanniana,WetPoor
313526,Abies nordmanniana,WetPoor
315826,Abies nordmanniana,WetPoor
315827,Abies nordmanniana,WetPoor
315828,Abies nordmanniana,WetPoor
315829,Abies nordmanniana,WetPoor
315830,Abies nordmanniana,WetPoor
318126,Abies nordmanniana,WetPoor
318127,Abies nordmanniana,WetPoor
318129,Abies nordmanniana,WetPoor
320427,Abies nordmanniana,WetPoor
320428,Abies nordmanniana,WetPoor
320429,Abies nordmanniana,WetPoor
407864,Abies nordmanniana,WetPoor
410163,Abies nordmanniana,WetPoor
410166,Abies nordmanniana,WetPoor
412464,Abies nordmanniana,WetPoor
412467,Abies nordmanniana,WetPoor
417065,Abies nordmanniana,WetPoor
449186,Abies nordmanniana,WetPoor
492865,Abies nordmanniana,WetPoor
638038,Abies nordmanniana,WetPoor
638039,Abies nordmanniana,WetPoor
638040,Abies nordmanniana,WetPoor
640339,Abies nordmanniana,WetPoor
640341,Abies nordmanniana,WetPoor
642641,Abies nordmanniana,WetPoor
644941,Abies nordmanniana,WetPoor
669906,Abies nordmanniana,WetPoor
669907,Abies nordmanniana,WetPoor
672206,Abies nordmanniana,WetPoor
672207,Abies nordmanniana,WetPoor
672208,Abies nordmanniana,WetPoor
674505,Abies nordmanniana,WetPoor
674506,Abies nordmanniana,WetPoor
674508,Abies nordmanniana,WetPoor
676806,Abies nordmanniana,WetPoor
676807,Abies nordmanniana,WetPoor
676808,Abies nordmanniana,WetPoor
679105,Abies nordmanniana,WetPoor
679106,Abies nordmanniana,WetPoor
782776,Abies nordmanniana,WetPoor
785076,Abies nordmanniana,WetPoor
787375,Abies nordmanniana,WetPoor
787376,Abies nordmanniana,WetPoor
789674,Abies nordmanniana,WetPoor
789675,Abies nordmanniana,WetPoor
791975,Abies nordmanniana,WetPoor
816980,Abies nordmanniana,WetPoor
821580,Abies nordmanniana,WetPoor
826182,Abies nordmanniana,WetPoor
844539,Abies nordmanniana,WetPoor
844540,Abies nordmanniana,WetPoor
846838,Abies nordmanniana,WetPoor
847099,Abies nordmanniana,WetPoor
849138,Abies nordmanniana,WetPoor
867488,Abies nordmanniana,WetPoor
867489,Abies nordmanniana,WetPoor
867491,Abies nordmanniana,WetPoor
869788,Abies nordmanniana,WetPoor
869790,Abies nordmanniana,WetPoor
869791,Abies nordmanniana,WetPoor
869792,Abies nordmanniana,WetPoor
874388,Abies nordmanniana,WetPoor
874390,Abies nordmanniana,WetPoor
874391,Abies nordmanniana,WetPoor
883532,Abies nordmanniana,WetPoor
883533,Abies nordmanniana,WetPoor
885832,Abies nordmanniana,WetPoor
885833,Abies nordmanniana,WetPoor
